Offer                                               Publisher                           Sku                                                Urn                                                                                                                               Version
cis-windows-server-2019-v1-0-0-l2                   center-for-internet-security-inc    cis-ws2019-l2-private0                             center-for-internet-security-inc:cis-windows-server-2019-v1-0-0-l2:cis-ws2019-l2-private0:1.1.4                                   1.1.4
mysql-8-on-windows-server-2019-cw                   cloudwhizsolutions                  mysql-8-on-windows-server-2019-cw                  cloudwhizsolutions:mysql-8-on-windows-server-2019-cw:mysql-8-on-windows-server-2019-cw:1.2019.1001                                1.2019.1001
capi-windows                                        cncf-upstream                       k8s-1dot19dot4-windows-2019                        cncf-upstream:capi-windows:k8s-1dot19dot4-windows-2019:2020.12.09                                                                 2020.12.09
wordpress-windows-2019                              cloud-infrastructure-services       wordpress-windows-2019                             cloud-infrastructure-services:wordpress-windows-2019:wordpress-windows-2019:0.0.4                                                 0.0.4
kotlin-programming-language-windows-server-2016     apps-4-rent                         kotlin-windows-server-2016                         apps-4-rent:kotlin-programming-language-windows-server-2016:kotlin-windows-server-2016:1.0.1                                      1.0.1
capi-windows                                        cncf-upstream                       k8s-1dot19dot5-windows-2019                        cncf-upstream:capi-windows:k8s-1dot19dot5-windows-2019:2020.12.11                                                                 2020.12.11
php-7-1-on-windows-server-2016-cw                   cloudwhizsolutions                  php-71-on-windows-server-2016-cw                   cloudwhizsolutions:php-7-1-on-windows-server-2016-cw:php-71-on-windows-server-2016-cw:1.2019.1001                                 1.2019.1001
filecloud-efss-windows2016                          codelathe                           filecloud_windows2016                              codelathe:filecloud-efss-windows2016:filecloud_windows2016:20.2.12080                                                             20.2.12080
capi-windows                                        cncf-upstream                       k8s-1dot19dot6-windows-2019                        cncf-upstream:capi-windows:k8s-1dot19dot6-windows-2019:2021.01.15                                                                 2021.01.15
krita-on-windows-2019                               apps-4-rent                         krita-on-windows-2019                              apps-4-rent:krita-on-windows-2019:krita-on-windows-2019:1.0.0                                                                     1.0.0
php-7-1-on-windows-server-2019-cw                   cloudwhizsolutions                  php-71-on-windows-server-2019-cw                   cloudwhizsolutions:php-7-1-on-windows-server-2019-cw:php-71-on-windows-server-2019-cw:1.2019.1001                                 1.2019.1001
capi-windows                                        cncf-upstream                       k8s-1dot19dot7-windows-2019                        cncf-upstream:capi-windows:k8s-1dot19dot7-windows-2019:2021.01.15                                                                 2021.01.15
capi-windows                                        cncf-upstream                       k8s-1dot20dot0-windows-2019                        cncf-upstream:capi-windows:k8s-1dot20dot0-windows-2019:2020.12.11                                                                 2020.12.11
libreoffice-on-windows-server-2019                  apps-4-rent                         libreoffice-on-windows-server-2019                 apps-4-rent:libreoffice-on-windows-server-2019:libreoffice-on-windows-server-2019:1.0.0                                           1.0.0
capi-windows                                        cncf-upstream                       k8s-1dot20dot1-windows-2019                        cncf-upstream:capi-windows:k8s-1dot20dot1-windows-2019:2021.01.15                                                                 2021.01.15
capi-windows                                        cncf-upstream                       k8s-1dot20dot2-windows-2019                        cncf-upstream:capi-windows:k8s-1dot20dot2-windows-2019:2021.01.15                                                                 2021.01.15
mariadb-on-windows-server-2016                      apps-4-rent                         mariadb-windows-server-2016                        apps-4-rent:mariadb-on-windows-server-2016:mariadb-windows-server-2016:1.0.0                                                      1.0.0
mariadb-windows-server-2019                         apps-4-rent                         mariadb-windows-server-2019                        apps-4-rent:mariadb-windows-server-2019:mariadb-windows-server-2019:1.0.0                                                         1.0.0
bitcoin-on-windows-server-2019                      cognosys                            bitcoin-on-windows-server-2019                     cognosys:bitcoin-on-windows-server-2019:bitcoin-on-windows-server-2019:1.2019.1010                                                1.2019.1010
mediawiki-windows-server-2016                       apps-4-rent                         mediawiki-windows-server-2016-v1                   apps-4-rent:mediawiki-windows-server-2016:mediawiki-windows-server-2016-v1:2.0.1                                                  2.0.1
filezilla-on-windows-server-2016                    cognosys                            filezilla-server-on-windows-server-2016            cognosys:filezilla-on-windows-server-2016:filezilla-server-on-windows-server-2016:1.2019.1010                                     1.2019.1010
mediawiki-windows-server-2019                       apps-4-rent                         mediawiki-windows-server-2019-v1                   apps-4-rent:mediawiki-windows-server-2019:mediawiki-windows-server-2019-v1:2.0.1                                                  2.0.1
filezilla-on-windows-server-2019                    cognosys                            filezilla-on-windows-server-2016                   cognosys:filezilla-on-windows-server-2019:filezilla-on-windows-server-2016:1.2019.1010                                            1.2019.1010
filezilla-on-windows-server-2019                    cognosys                            filezilla-server-on-windows-server-2019            cognosys:filezilla-on-windows-server-2019:filezilla-server-on-windows-server-2019:1.2019.1010                                     1.2019.1010
